173 5 0
174 4 0
175 5 0
176 4 0
177 2 0
178 4 1
179 5 1
180 4 0
181 5 0
182 5 0
183 5 0
184 5 0
185 3 1
186 3 0
187 4 0
188 2 0
189 5 0
190 4 0
191 4 0
192 3 0
193 5 0
194 3 1
195 5 1
196 4 0
197 5 1
198 5 0
199 5 0
200 5 0
201 5 0
202 5 1
203 3 0
204 5 1
205 3 0
206 4 0
207 4 0
208 5 0
209 4 0
210 3 0
211 4 0
212 3 1
213 5 0
214 4 0
215 2 0
216 4 0
217 3 0
218 4 0
219 3 0
220 2 1
221 5 1
222 5 0
223 5 1
224 5 0
225 4 0
226 3 0
227 5 0
228 4 0
229 5 1
230 4 0
231 5 0
232 4 1
233 4 0
234 4 0
235 4 0
236 5 0
237 3 1
238 3 0
239 3 0
240 4 0
241 4 1
242 5 0
243 4 0
244 4 0
245 6 0
246 4 0
247 4 0
248 4 0
249 5 0
250 3 0
251 5 1
252 4 1
253 5 1
254 3 0
255 3 0
256 4 0
257 3 0
258 5 1
259 3 1
260 3 0
261 5 0
262 3 0
263 3 0
264 5 0
265 4 0
266 4 0
267 5 0
268 5 0
269 5 1
270 4 0
271 5 0
272 5 1
273 2 1
274 3 0
275 4 0
276 4 0
277 5 1
278 4 0
279 2 0
280 3 0
281 4 0
282 2 0
283 3 0
284 5 0
285 3 0
286 3 1
287 3 1
288 5 1
289 4 0
290 4 0
291 5 0
292 4 0
293 4 0
294 4 0
295 2 0
296 4 1
297 4 0
298 4 0
299 4 1
300 5 0
301 4 0
302 4 0
303 5 0
304 5 0
305 5 0
306 5 0
307 5 0
308 3 0
309 3 0
310 3 0
311 4 0
312 4 0
313 3 0
314 5 0
315 4 0
316 6 0
317 4 0
318 5 0
319 3 0
320 4 0
321 4 0
322 4 0
323 3 0
324 4 0
325 4 0
326 4 0
327 4 1
328 4 0
329 4 0
330 4 0
331 5 0
332 5 0
333 4 0
334 5 0
335 4 0
336 5 0
337 5 1
338 4 1
339 5 0
340 4 1
341 4 0
342 3 0
343 3 0
344 4 0
345 5 0
346 2 0
347 3 0
348 4 0
349 5 0
350 3 0
351 5 1
352 4 0
353 4 0
354 4 0
355 4 1
356 4 0
357 5 1
358 4 0
359 3 1
360 4 0
361 4 0
362 3 0
363 4 0
364 3 0
365 5 0
366 3 1
367 4 0
368 4 1
369 5 0
370 3 0
371 3 0
372 4 0
373 5 0
374 5 1
375 6 0
376 5 1
377 5 1
378 5 0
379 4 0
380 5 0
381 4 0
382 4 0
383 4 0
384 4 1
385 5 1
386 4 0
387 4 0
388 5 0
389 4 0
390 5 0
391 5 1
392 3 0
393 3 1
394 5 0
395 5 0
396 4 0
397 3 0
398 4 0
399 4 0
400 5 0
401 3 0
402 5 0
403 4 0
404 5 0
405 5 0
406 5 0
407 5 0
408 4 1
409 6 0
410 5 1
411 5 1
412 3 0
413 4 0
414 4 0
415 3 0
416 4 0
417 5 1
418 3 0
419 4 0
420 4 0
421 5 0
422 4 0
423 5 1
424 5 0
425 5 0
426 4 1
427 3 0
428 5 1
429 4 0
430 5 0
431 5 0
432 4 0
433 4 1
434 3 0
435 5 0
436 5 0
437 5 1
438 5 1
439 3 1
440 4 0
441 5 0
442 5 0
443 4 0
444 5 0
445 3 1
446 4 1
447 5 1
448 5 0
449 4 0
450 3 0
451 3 0
452 3 0
453 5 0
454 4 0
455 5 1
456 4 0
457 6 0
458 4 0
459 5 0
460 5 0
461 3 0
462 4 1
463 4 0
464 5 0
465 4 0
466 4 0
467 4 0
468 5 0
469 4 1
470 3 0
471 2 0
472 4 0
473 4 0
474 4 0
475 5 1
476 5 0
477 5 0
478 3 1
479 5 0
480 4 1
481 4 0
482 3 1
483 4 0
484 4 0
485 5 0
486 4 1
487 5 1
488 5 0
489 5 0
490 5 0
491 4 0
492 3 1
493 4 0
494 5 1
495 4 0
496 3 0
497 5 0
498 4 0
499 4 0
500 4 0
501 4 1
502 4 0
503 4 1
504 5 1
505 5 1
506 5 0
507 5 0
508 4 0
509 5 0
510 4 0
511 5 0
512 4 0
513 5 0
514 4 0
515 3 1
516 5 0
517 2 0
518 4 0
519 4 0
520 4 1
521 4 0
522 5 0
523 2 0
524 5 0
525 4 0
526 5 0
527 3 0
528 4 1
529 4 0
530 3 0
531 5 0
532 4 0
533 4 0
534 3 0
535 5 1
536 3 0
537 4 0
538 5 1
539 5 1
540 4 1
541 4 0
542 5 0
543 6 1
544 4 0
545 5 0
546 3 0
547 4 0
548 4 0
549 3 0
550 4 0
551 5 1
552 5 0
553 4 1
554 4 0
555 4 0
556 5 0
557 4 0
558 4 0
559 4 1
560 5 1
561 5 1
562 4 0
563 4 0
564 4 0
565 6 0
566 5 1
567 4 0
568 4 0
569 4 0
570 4 0
571 4 0
572 4 1
573 5 0
574 5 0
575 5 0
576 4 0
577 5 0
578 5 0
579 5 0
580 5 0
581 4 0
582 4 0
583 5 0
584 3 0
585 6 0
586 4 0
587 5 0
588 3 0
589 5 1
590 5 1
591 4 0
592 4 0
593 5 0
594 5 0
595 5 1
596 4 0
597 5 0
598 4 0
599 5 0
600 5 0
601 4 0
602 5 0
603 5 1
604 4 0
605 2 0
606 4 0
607 5 1
608 4 0
609 4 0
610 4 0
611 5 1
612 5 0
613 4 0
614 4 0
615 4 0
616 5 1
617 2 1
618 5 0
619 3 0
620 4 0
621 4 0
622 5 1
623 4 0
624 5 0
625 2 0
626 4 1
627 4 0
628 2 0
629 3 0
630 5 0
631 4 1
632 4 0
633 4 1
634 5 0
635 4 0
636 5 0
637 3 0
638 4 0
639 3 1
640 4 1
641 2 0
642 3 0
643 5 0
644 6 0
645 3 0
646 5 0
647 4 1
648 3 0
649 5 1
650 4 0
651 3 0
652 4 0
653 5 0
654 4 0
655 5 1
656 5 0
657 4 0
658 4 0
659 4 0
660 5 0
661 4 1
662 3 1
663 3 0
664 6 0
665 4 0
666 3 0
667 6 0
668 5 0
669 4 1
670 5 0
671 5 0
672 4 0
673 5 1
674 4 0
675 3 1
676 4 0
677 2 0
678 4 1
679 4 0
680 4 1
681 3 0
682 5 0
683 4 0
684 6 1
685 2 0
686 5 0
687 2 0
688 5 1
689 4 0
690 4 0
691 4 0
692 5 0
693 5 1
694 3 0
695 4 0
696 4 0
697 4 0
698 3 0
699 3 1
700 3 1
701 4 0
702 3 0
703 5 0
704 3 0
705 4 0
706 4 0
707 5 0
708 5 0
709 4 0
710 4 0
711 5 0
712 3 0
713 5 0
714 5 1
715 3 0
716 4 1
717 4 0
718 4 0
719 4 0
720 5 0
721 4 0
722 3 0
723 4 0
724 3 0
725 4 1
726 5 1
727 4 0
728 5 1
729 5 0
730 6 0
731 3 0
732 5 0
733 4 0
734 4 0
735 4 0
736 4 0
737 5 0
738 4 0
739 4 0
740 5 0
741 4 0
742 3 0
743 4 0
744 5 1
745 4 0
746 4 0
747 3 0
748 5 0
749 3 0
750 5 0
751 5 0
752 4 0
753 3 0
754 3 1
755 5 0
756 3 0
757 6 0
758 4 0
759 3 0
760 5 1
761 3 0
762 4 0
763 5 0
764 5 0
765 4 0
766 4 0
767 5 0
768 4 0
769 4 1
770 4 0
771 5 0
772 4 0
773 5 0
774 3 0
775 5 1
776 3 0
777 4 0
778 4 0
779 4 1
780 4 0
781 3 0
782 6 0
783 3 0
784 3 1
785 3 1
786 5 1
787 3 0
788 5 0
789 3 0
790 4 0
791 3 0
792 4 0
793 4 0
794 3 1
795 3 1
796 3 0
797 4 0
798 5 0
799 4 0
800 4 0
801 4 0
802 3 0
803 4 0
804 5 0
805 4 0
806 4 0
807 4 0
808 4 1
809 5 0
810 5 0
811 4 0
812 3 0
813 3 0
814 4 0
815 4 0
816 5 0
817 4 1
818 4 0
819 4 0
820 4 0
821 5 0
822 4 0
823 6 0
824 5 1
825 5 0
826 5 0
827 3 1
828 2 0
829 4 0
830 4 1
831 4 0
832 4 0
833 3 0
834 5 0
835 4 0
836 3 0
837 3 0
838 4 0
839 4 0
840 5 0
841 5 0
842 2 0
843 5 0
844 4 0
845 4 1
846 4 0
847 4 0
848 2 0
849 5 1
850 5 0
851 3 0
852 4 0
853 4 0
854 4 0
855 3 0
856 4 0
857 4 0
858 3 0
859 3 0
860 6 0
861 4 1
862 6 0
863 4 0
864 5 0
865 4 1
866 4 0
867 5 0
868 5 0
869 5 0
870 4 0
871 5 0
872 5 0
873 5 1
874 6 0
875 4 1
876 5 0
877 4 0
878 3 0
879 4 0
880 4 0
881 5 0
882 3 0
883 4 0
884 4 0
885 4 0
886 4 0
887 4 0
888 4 0
889 5 0
890 5 1
891 5 1
892 5 1
893 3 0
894 4 0
895 3 0
896 4 0
897 5 0
898 3 0
899 2 0
900 4 0
901 5 0
902 6 0
903 4 1
904 4 0
905 5 0
906 5 0
907 5 0
908 4 0
909 3 0
910 3 0
911 4 0
912 4 0
913 3 0
914 3 0
915 4 1
916 3 0
917 5 1
918 4 0
919 5 0
920 4 0
921 5 0
922 3 0
923 5 0
924 4 0
925 5 0
926 4 0
927 4 1
928 3 0
929 5 0
930 4 0
931 4 0
932 5 0
933 6 1
934 4 0
935 4 0
936 4 0
937 5 1
938 4 0
939 6 0
940 4 0
941 4 0
942 4 1
943 5 0
944 5 1
945 5 0
946 5 0
947 4 0
948 4 0
949 4 1
950 4 1
951 3 0
952 5 0
953 2 0
954 2 0
955 5 0
956 4 0
957 4 0
958 5 0
959 5 0
960 3 1
961 5 1
962 3 0
963 4 1
964 2 0
965 4 0
966 5 0
967 5 0
968 5 0
969 5 0
970 6 0
971 4 0
972 4 0
973 3 0
974 5 1
975 5 1
976 4 0
977 4 0
978 5 0
979 3 0
980 5 0
981 4 0
982 4 0
983 5 1
984 4 0
985 3 0
986 3 0
987 5 1
988 4 1
989 5 0
990 5 0
991 5 0
992 4 0
993 6 0
994 5 0
995 4 0
996 4 0
997 5 0
998 3 1
999 4 1
1000 2 0
