282,0
283,0
284,0
285,1
286,0
287,0
288,0
289,0
290,0
291,0
292,0
293,0
294,1
295,0
296,0
297,0
298,0
299,0
300,1
301,0
302,0
303,0
304,0
305,0
306,1
307,0
308,0
309,0
310,0
311,0
312,1
313,1
314,0
315,0
316,0
317,0
318,0
319,1
320,0
321,0
322,0
323,1
324,1
325,0
326,0
327,0
328,0
329,0
330,0
331,0
332,0
333,0
334,0
335,1
336,0
337,1
338,1
339,0
340,0
341,0
342,0
343,0
344,1
345,0
346,0
347,0
348,0
349,0
350,0
351,0
352,1
353,1
354,0
355,0
356,0
357,0
358,0
359,0
360,0
361,0
362,0
363,0
364,0
365,0
366,0
367,0
368,0
369,0
370,0
371,0
372,0
373,1
374,1
375,0
376,1
377,1
378,0
379,0
380,0
381,0
382,0
383,0
384,0
385,1
386,1
387,1
388,0
389,0
390,0
391,0
392,0
393,1
394,0
395,0
396,0
397,0
398,0
399,1
400,0
401,0
402,0
403,0
404,0
405,1
406,1
407,0
408,0
409,0
410,0
411,0
412,1
413,1
414,0
415,1
416,1
417,0
418,0
419,0
420,0
421,0
422,0
423,0
424,0
425,0
426,1
427,1
428,1
429,0
430,0
431,0
432,0
433,0
434,0
435,0
436,1
437,0
438,0
439,1
440,0
441,0
442,0
443,0
444,0
445,0
446,0
447,0
448,0
449,0
450,0
451,0
452,0
453,0
454,0
455,0
456,0
457,0
458,0
459,0
460,0
461,0
462,0
463,0
464,0
465,0
466,1
467,0
468,0
469,0
470,0
471,0
472,1
473,0
474,0
475,0
476,1
477,0
478,0
479,0
480,0
481,0
482,0
483,0
484,0
485,0
486,0
487,0
488,0
489,0
490,0
491,1
492,0
493,0
494,0
495,0
496,0
497,1
498,0
499,1
500,1
501,0
502,1
503,0
504,0
505,0
506,0
507,0
508,0
509,0
510,0
511,0
512,0
513,0
514,0
515,1
516,0
517,0
518,0
519,0
520,1
521,0
522,0
523,0
524,0
525,0
526,0
527,0
528,1
529,0
530,0
531,0
532,0
533,1
534,0
535,0
536,1
537,0
538,0
539,0
540,1
541,0
542,0
543,0
544,1
545,0
546,0
547,1
548,0
549,1
550,0
551,1
552,0
553,0
554,0
555,0
556,0
557,0
558,0
559,1
560,0
561,0
562,0
563,0
564,0
565,0
566,0
567,0
568,1
569,0
570,0
571,1
572,0
573,1
574,0
575,1
576,0
577,0
578,0
579,0
580,1
581,0
582,0
583,0
584,0
585,0
586,0
587,0
588,0
589,0
590,0
591,0
592,0
593,0
594,0
595,0
596,0
597,0
598,0
599,0
600,0
601,0
602,0
603,0
604,0
605,0
606,0
607,0
608,0
609,0
610,0
611,1
612,0
613,0
614,1
615,0
616,0
617,0
618,0
619,1
620,0
621,0
622,0
623,0
624,1
625,0
626,0
627,0
628,1
629,0
630,0
631,0
632,0
633,0
634,0
635,1
636,1
637,1
638,1
639,0
640,0
641,0
642,0
643,0
644,0
645,1
646,1
647,0
648,0
649,0
650,0
651,1
652,0
653,0
654,0
655,0
656,0
657,0
658,0
659,0
660,0
661,0
662,1
663,1
664,0
665,0
666,0
667,0
668,1
669,0
670,0
671,0
672,0
673,0
674,0
675,0
676,0
677,0
678,0
679,1
680,1
681,0
682,0
683,1
684,0
685,0
686,0
687,0
688,0
689,1
690,0
691,0
692,0
693,1
694,0
695,0
696,0
697,0
698,0
699,0
700,0
701,1
702,0
703,0
704,0
705,0
706,1
707,1
708,1
709,0
710,0
711,1
712,0
713,0
714,0
715,0
716,0
717,0
718,0
719,0
720,0
721,0
722,0
723,0
724,1
725,0
726,0
727,0
728,0
729,0
730,0
731,0
732,0
733,0
734,0
735,0
736,0
737,0
738,0
739,0
740,1
741,0
742,0
743,0
744,1
745,1
746,0
747,0
748,0
749,0
750,0
751,0
752,0
753,0
754,0
755,0
756,0
757,0
758,1
759,0
760,0
761,0
762,0
763,0
764,0
765,0
766,1
767,0
768,0
769,0
770,0
771,0
772,0
773,0
774,0
775,0
776,0
777,0
778,0
779,0
780,0
781,0
782,0
783,0
784,0
785,1
786,0
787,0
788,0
789,1
790,0
791,0
792,0
793,0
794,0
795,1
796,0
797,0
798,0
799,0
800,0
801,0
802,1
803,0
804,0
805,0
806,0
807,0
808,1
809,0
810,0
811,1
812,0
813,0
814,0
815,0
816,0
817,0
818,0
819,0
820,0
821,0
822,0
823,0
824,1
825,0
826,0
827,0
828,0
829,0
830,0
831,0
832,1
833,0
834,0
835,1
836,0
837,0
838,0
839,1
840,1
841,1
842,0
843,0
844,0
845,0
846,1
847,0
848,0
849,0
850,0
851,1
852,0
853,0
854,0
855,0
856,0
857,1
858,0
859,0
860,0
861,0
862,0
863,0
864,0
865,1
866,0
867,0
868,0
869,1
870,0
871,0
872,0
873,0
874,0
875,0
876,0
877,0
878,0
879,0
880,1
881,0
882,0
883,0
884,0
885,0
886,0
887,0
888,0
889,0
890,0
891,0
892,0
893,0
894,0
895,0
896,0
897,1
898,1
899,0
900,0
901,0
902,0
903,0
904,0
905,1
906,0
907,0
908,0
909,0
910,0
911,1
912,0
913,1
914,0
915,0
916,0
917,1
918,0
919,1
920,0
921,1
922,0
923,0
924,0
925,0
926,0
927,0
928,0
929,0
930,0
931,0
932,0
933,0
934,0
935,1
936,0
937,0
938,1
939,0
940,0
941,0
942,0
943,0
944,1
945,0
946,0
947,0
948,0
949,0
950,0
951,0
952,0
953,0
954,0
955,0
956,0
957,0
958,0
959,0
960,0
961,0
962,0
963,0
964,0
965,0
966,0
967,0
968,0
969,0
970,0
971,0
972,1
973,0
974,1
975,0
976,0
977,0
978,0
979,0
980,0
981,1
982,1
983,0
984,0
985,0
986,0
987,0
988,0
989,0
990,0
991,0
992,0
993,0
994,0
995,0
996,0
997,1
998,0
999,0
1000,0
1001,0
1002,0
1003,0
1004,0
1005,1
1006,0
1007,0
1008,0
1009,0
1010,1
1011,0
1012,0
1013,1
1014,0
1015,0
1016,0
1017,0
1018,0
1019,0
1020,0
1021,0
1022,0
1023,0
1024,0
1025,0
1026,0
1027,0
1028,0
1029,0
1030,0
1031,0
1032,0
1033,0
1034,0
1035,0
1036,0
1037,0
1038,0
1039,0
1040,0
1041,0
1042,0
1043,0
1044,0
1045,1
1046,0
1047,0
1048,0
1049,0
1050,0
1051,1
1052,1
1053,0
1054,0
1055,0
1056,0
1057,0
1058,0
1059,0
1060,1
1061,0
1062,1
1063,1
1064,0
1065,0
1066,0
1067,0
1068,1
1069,0
1070,0
1071,0
1072,0
1073,0
1074,0
1075,0
1076,0
1077,0
1078,0
1079,0
1080,0
1081,1
1082,0
1083,0
1084,0
1085,0
1086,0
1087,0
1088,0
1089,0
1090,0
1091,0
1092,0
1093,0
1094,0
1095,0
1096,0
1097,0
1098,0
1099,0
1100,0
1101,1
1102,0
1103,0
1104,0
1105,1
1106,0
1107,0
1108,0
1109,0
1110,0
1111,0
1112,1
1113,0
1114,0
1115,1
1116,0
1117,0
1118,0
1119,1
1120,1
1121,0
1122,0
1123,0
1124,0
1125,1
1126,0
1127,0
1128,1
1129,0
1130,0
1131,0
1132,0
1133,1
1134,0
1135,1
1136,1
1137,0
1138,1
1139,1
1140,0
1141,0
1142,0
1143,0
1144,0
1145,0
1146,0
1147,1
1148,0
1149,0
1150,0
1151,1
1152,0
1153,0
1154,0
1155,0
1156,0
1157,0
1158,0
1159,0
1160,0
1161,0
1162,0
1163,0
1164,1
1165,0
1166,1
1167,0
1168,0
1169,0
1170,0
1171,0
1172,0
1173,0
1174,0
1175,0
1176,1
1177,1
1178,0
1179,0
1180,0
1181,0
1182,0
1183,0
1184,0
1185,0
1186,0
1187,0
1188,1
1189,1
1190,1
1191,1
1192,0
1193,0
1194,0
1195,0
1196,0
1197,0
1198,1
1199,1
1200,0
1201,1
1202,0
1203,0
1204,0
1205,0
1206,0
1207,1
1208,1
1209,0
1210,0
1211,0
1212,0
1213,0
1214,1
1215,0
1216,0
1217,0
1218,0
1219,0
1220,1
1221,0
1222,0
1223,1
1224,0
1225,0
1226,0
1227,0
1228,0
1229,1
1230,0
1231,1
1232,0
1233,0
1234,0
1235,0
1236,0
1237,0
1238,0
1239,0
1240,0
1241,0
1242,0
1243,1
1244,0
1245,0
1246,0
1247,0
1248,0
1249,0
1250,0
